model,price,transmission,mileage,fuelType,tax,mpg,engineSize
 3 Series,34000,Automatic,4000,Diesel,150,47.9,3
 1 Series,9700,Manual,48258,Diesel,30,65.7,2
 1 Series,23000,Manual,5121,Petrol,145,44.1,1.5
 3 Series,10147,Manual,55150,Diesel,30,61.4,2
 5 Series,15395,Automatic,33953,Diesel,30,62.8,2
 2 Series,15299,Automatic,21594,Petrol,125,51.4,1.5
 4 Series,12199,Manual,68000,Diesel,125,58.9,2
 4 Series,15499,Manual,55802,Diesel,30,62.8,2
 1 Series,9890,Manual,30416,Diesel,0,78.5,1.5
 3 Series,18790,Automatic,31000,Diesel,200,49.6,3
 1 Series,8590,Manual,52447,Petrol,150,50.4,1.6
 2 Series,14295,Manual,31453,Diesel,20,68.9,1.5
 1 Series,19995,Automatic,14449,Diesel,145,48.7,2
 3 Series,12237,Manual,56111,Diesel,30,64.2,2
 2 Series,13995,Manual,38412,Diesel,30,64.2,2
 2 Series,17999,Automatic,5301,Petrol,145,36.7,1.5
 2 Series,12405,Automatic,39132,Petrol,125,53.3,1.5
 1 Series,9977,Manual,47905,Diesel,0,78.5,1.5
 3 Series,11699,Manual,42831,Diesel,20,68.9,2
 3 Series,9773,Manual,71339,Diesel,30,67.3,2
 1 Series,16900,Automatic,39687,Petrol,235,37.7,3
 1 Series,14925,Automatic,23786,Diesel,20,67.3,2
 5 Series,14717,Automatic,60389,Diesel,145,55.4,2
 1 Series,12199,Manual,22361,Diesel,0,83.1,1.5
 5 Series,15999,Automatic,55673,Diesel,160,49.6,3
 5 Series,29000,Automatic,6500,Hybrid,140,156.9,2
 3 Series,14599,Automatic,54518,Diesel,30,64.2,2
 4 Series,15999,Manual,19684,Diesel,145,55.4,2
 1 Series,14249,Automatic,24214,Diesel,30,64.2,2
 4 Series,19999,Automatic,11631,Petrol,145,45.6,2
 1 Series,20999,Manual,14200,Petrol,145,36.2,3
 3 Series,13000,Automatic,45064,Diesel,20,74.3,2
 3 Series,18000,Automatic,29000,Diesel,145,62.8,2
 1 Series,19888,Automatic,17760,Diesel,145,61.4,2
 3 Series,14000,Automatic,66355,Diesel,125,60.1,2
 5 Series,14373,Automatic,34424,Diesel,30,62.8,2
 5 Series,14595,Automatic,37472,Diesel,20,68.9,2
 1 Series,12349,Automatic,79212,Diesel,20,68.9,1.5
 1 Series,10388,Manual,28640,Diesel,0,83.1,1.5
 2 Series,15167,Automatic,27381,Diesel,20,68.9,1.5
 5 Series,23200,Automatic,11868,Diesel,145,68.9,2
 3 Series,16899,Automatic,15659,Hybrid,0,148.7,2
 3 Series,10000,Manual,86800,Diesel,30,67.3,2
 5 Series,11295,Automatic,96850,Diesel,160,51.4,2
 3 Series,18799,Automatic,31150,Diesel,145,62.8,2
 2 Series,20000,Automatic,20915,Diesel,145,49.6,2
 1 Series,12999,Automatic,28571,Diesel,20,67.3,2
 1 Series,8890,Manual,38484,Petrol,145,50.4,1.6
 2 Series,15499,Automatic,17931,Diesel,30,67.3,2
 1 Series,31000,Automatic,2922,Petrol,145,34.5,2
 3 Series,17895,Automatic,17088,Diesel,145,62.8,2
 1 Series,22499,Automatic,9193,Petrol,145,32.5,3
 3 Series,10795,Automatic,101040,Diesel,165,52.3,3
 5 Series,11500,Automatic,79340,Diesel,30,62.8,2
 4 Series,13795,Automatic,80950,Diesel,30,65.7,2
 3 Series,11999,Manual,40461,Diesel,20,72.4,2
 5 Series,14195,Automatic,46140,Diesel,30,62.8,2
 3 Series,13000,Automatic,94450,Diesel,160,52.3,3
 1 Series,7295,Manual,72910,Diesel,20,68.9,2
 2 Series,11795,Automatic,67370,Petrol,125,50.4,2
 1 Series,10795,Manual,55820,Diesel,20,70.6,1.5
 4 Series,10195,Automatic,110720,Diesel,125,61.4,2
 3 Series,12500,Automatic,70620,Diesel,125,60.1,2
 4 Series,14800,Automatic,33627,Diesel,145,56.5,2
 2 Series,13200,Automatic,28918,Petrol,125,53.3,1.5
 3 Series,15799,Manual,27218,Petrol,235,38.7,2
 4 Series,21699,Automatic,13907,Diesel,145,55.4,3
 4 Series,17499,Automatic,35399,Diesel,145,55.4,3
 5 Series,15699,Automatic,34609,Diesel,30,62.8,2
 1 Series,7400,Automatic,43835,Petrol,145,48.7,1.6
 2 Series,13799,Manual,13369,Diesel,145,65.7,1.5
 1 Series,13600,Automatic,19277,Diesel,30,62.8,2
 3 Series,14500,Automatic,54305,Diesel,125,60.1,2
 2 Series,13500,Automatic,62140,Hybrid,0,141.2,1.5
 2 Series,13699,Manual,62379,Diesel,30,62.8,2
 2 Series,12000,Automatic,78459,Diesel,20,68.9,2
 2 Series,14299,Automatic,69241,Diesel,125,60.1,2
 5 Series,9500,Manual,91498,Diesel,125,61.4,2
 2 Series,15000,Automatic,49186,Petrol,145,50.4,1.5
 1 Series,12499,Manual,26146,Diesel,145,78.5,1.5
 4 Series,14725,Automatic,49256,Diesel,125,60.1,2
 3 Series,12920,Automatic,48250,Diesel,30,64.2,2
 3 Series,15325,Automatic,20889,Hybrid,0,148.7,2
 3 Series,10225,Manual,91246,Diesel,125,61.4,2
 4 Series,21000,Automatic,17006,Petrol,235,38.2,3
 2 Series,10395,Manual,63980,Diesel,20,74.3,1.5
 4 Series,14000,Automatic,89200,Diesel,30,65.7,2
 1 Series,10500,Manual,81980,Diesel,30,65.7,2
 1 Series,15750,Automatic,44715,Petrol,235,37.7,3
 3 Series,14500,Automatic,10303,Diesel,30,62.8,2
 3 Series,18499,Automatic,10501,Hybrid,135,148.7,2
 1 Series,11726,Manual,34240,Diesel,20,68.9,2
 1 Series,7500,Manual,63861,Diesel,30,65.7,2
 1 Series,11000,Manual,56121,Petrol,125,52.3,1.5
 5 Series,9299,Automatic,88004,Diesel,125,57.6,2
 4 Series,13000,Automatic,106220,Diesel,160,51.4,3
 5 Series,12000,Automatic,73500,Diesel,30,62.8,2
 5 Series,10000,Automatic,131520,Diesel,125,60.1,2
 3 Series,6395,Automatic,79210,Diesel,145,53.3,2
 2 Series,11000,Manual,79060,Diesel,30,64.2,2
 4 Series,13295,Automatic,84140,Diesel,30,65.7,2
 1 Series,12299,Manual,38164,Diesel,145,78.5,1.5
 1 Series,7699,Manual,51988,Diesel,0,74.3,1.6
 3 Series,7999,Manual,76429,Diesel,20,68.9,2
 1 Series,10000,Automatic,60260,Diesel,30,64.2,2
 1 Series,11000,Automatic,71700,Diesel,125,60.1,2
 2 Series,9495,Automatic,91620,Diesel,30,61.4,2
 1 Series,14499,Manual,17467,Diesel,30,62.8,2
 1 Series,10514,Manual,39512,Diesel,0,78.5,1.5
 1 Series,10348,Automatic,57570,Diesel,0,74.3,2
 3 Series,16746,Automatic,32230,Diesel,30,64.2,2
 3 Series,16500,Automatic,42205,Diesel,150,62.8,2
 1 Series,15000,Manual,44514,Petrol,305,35.3,3
 3 Series,19500,Automatic,35303,Hybrid,0,134.5,2
 1 Series,13500,Manual,16681,Diesel,150,68.9,0
 5 Series,12700,Automatic,50000,Diesel,20,68.9,2
 3 Series,17000,Automatic,45000,Other,140,134.5,2
 4 Series,16300,Automatic,57920,Diesel,165,51.4,3
 5 Series,17500,Automatic,36155,Diesel,160,51.4,3
 3 Series,16500,Automatic,23340,Diesel,30,64.2,2
 1 Series,11900,Manual,26093,Petrol,125,53.3,1.5
 1 Series,13300,Automatic,32404,Petrol,30,55.5,1.5
 1 Series,11200,Automatic,48282,Diesel,20,70.6,2
 4 Series,14000,Automatic,53639,Diesel,145,70.6,2
 2 Series,14300,Automatic,7861,Petrol,30,55.4,1.5
 1 Series,9400,Manual,58719,Diesel,20,72.4,1.5
 4 Series,16000,Automatic,39708,Diesel,30,65.7,2
 5 Series,22500,Automatic,25000,Diesel,150,62.8,2
 5 Series,22500,Automatic,34000,Diesel,150,62.8,2
 1 Series,12000,Manual,15520,Diesel,30,64.2,2
 1 Series,13100,Automatic,33372,Petrol,145,58.9,1.5
 1 Series,11400,Manual,37000,Petrol,125,53.3,1.5
 1 Series,13800,Automatic,29867,Diesel,30,65.7,2
 2 Series,14995,Automatic,13889,Petrol,145,55.4,1.5
 3 Series,12600,Automatic,52125,Diesel,20,70.6,2
 2 Series,11300,Automatic,34090,Diesel,20,72.4,1.5
 1 Series,9800,Manual,57178,Diesel,20,72.4,1.5
 1 Series,10400,Automatic,35000,Diesel,30,64.2,2
 3 Series,14200,Manual,18059,Petrol,150,48.7,2
 1 Series,16200,Automatic,9856,Petrol,145,55.5,1.5
 3 Series,15600,Automatic,26267,Diesel,20,70.6,2
 4 Series,19200,Automatic,41670,Diesel,200,47.9,3
 1 Series,7500,Manual,67708,Diesel,0,74.3,1.6
 5 Series,10800,Automatic,73000,Diesel,125,57.6,2
 2 Series,12500,Manual,22500,Petrol,30,57.6,1.5
 1 Series,12800,Automatic,38527,Petrol,145,58.9,1.5
 1 Series,15200,Automatic,26660,Diesel,20,67.3,2
 1 Series,15200,Automatic,23377,Diesel,30,65.7,2
 5 Series,13500,Automatic,61425,Diesel,125,60.1,2
 4 Series,18100,Automatic,39891,Diesel,145,53.3,3
 1 Series,15500,Manual,45853,Petrol,300,35.3,3
 3 Series,14300,Automatic,36178,Diesel,150,70.6,2
 1 Series,12300,Automatic,32694,Diesel,20,72.4,1.5
 1 Series,11800,Manual,38356,Diesel,145,83.1,1.5
 1 Series,12300,Manual,16483,Petrol,125,53.3,1.5
 1 Series,12700,Manual,14634,Petrol,125,53.3,1.5
 1 Series,13700,Manual,14232,Petrol,125,53.3,1.5
 4 Series,17800,Automatic,24085,Diesel,30,65.7,2
 1 Series,11700,Automatic,29626,Petrol,125,50.4,1.6
 5 Series,22300,Automatic,12727,Diesel,150,65.7,2
 1 Series,14300,Manual,13778,Petrol,150,53.3,1.5
 3 Series,21300,Automatic,11258,Diesel,145,64.2,2
 3 Series,16100,Automatic,44155,Diesel,145,60.1,2
 1 Series,10700,Manual,27382,Diesel,0,83.1,1.5
 1 Series,9700,Manual,58689,Petrol,145,47.9,1.6
 5 Series,11300,Automatic,47185,Diesel,125,57.6,2
 1 Series,12450,Automatic,54789,Diesel,30,65.7,2
 3 Series,12700,Automatic,49122,Diesel,30,67.3,2
 3 Series,14500,Automatic,52000,Diesel,30,64.2,2
 3 Series,17400,Automatic,61852,Diesel,200,49.6,3
 4 Series,20500,Automatic,24231,Diesel,145,55.4,3
 2 Series,15000,Manual,14395,Petrol,145,47.1,1.5
 1 Series,16300,Manual,34271,Petrol,300,35.3,3
 3 Series,9500,Manual,58470,Diesel,30,62.8,2
 3 Series,16500,Automatic,36584,Diesel,30,62.8,2
 4 Series,19500,Automatic,32632,Diesel,125,58.9,2
 3 Series,16800,Manual,13648,Diesel,145,62.8,2
 3 Series,14000,Manual,33021,Diesel,125,60.1,2
 3 Series,14400,Manual,14358,Petrol,150,48.7,2
 4 Series,17000,Manual,21869,Petrol,150,46.3,2
 1 Series,6985,Manual,72300,Diesel,30,62.8,2
 3 Series,9995,Automatic,103000,Diesel,125,60.1,2
 2 Series,14200,Manual,7329,Petrol,125,52.3,1.5
 4 Series,18000,Automatic,27000,Petrol,150,48.7,2
 2 Series,12250,Manual,20905,Petrol,125,52.3,1.5
 1 Series,11850,Manual,29227,Petrol,125,53.3,1.5
 4 Series,21000,Automatic,15865,Petrol,145,48.7,2
 1 Series,16700,Automatic,32271,Petrol,235,37.7,3
 2 Series,15400,Manual,6593,Diesel,20,68.9,1.5
 1 Series,12100,Manual,15113,Diesel,20,72.4,1.5
 3 Series,14500,Automatic,30284,Diesel,30,65.7,2
 5 Series,22000,Automatic,38002,Diesel,145,60.1,2
 4 Series,18800,Automatic,19708,Diesel,145,65.7,2
 5 Series,18000,Automatic,32868,Diesel,125,60.1,2
 3 Series,18000,Manual,45344,Diesel,145,64.2,2
 3 Series,21000,Automatic,17932,Diesel,145,64.2,2
 1 Series,17600,Automatic,12839,Diesel,145,70.6,2
 1 Series,16000,Automatic,9119,Petrol,150,38.7,1.5
 4 Series,16000,Manual,33650,Petrol,160,44.8,2
 1 Series,13000,Manual,22633,Petrol,125,53.3,0
 1 Series,12000,Manual,30445,Petrol,125,53.3,1.5
 1 Series,12800,Manual,30521,Diesel,145,68.9,0
 4 Series,17000,Manual,36163,Diesel,145,62.8,2
 3 Series,18000,Automatic,23611,Diesel,150,64.2,0
 3 Series,14800,Automatic,65000,Diesel,125,57.6,2
 4 Series,13950,Manual,43480,Diesel,30,62.8,2
 3 Series,20000,Automatic,27725,Diesel,145,64.2,2
 3 Series,14500,Automatic,16255,Diesel,30,65.7,2
 1 Series,11000,Manual,34683,Diesel,0,83.1,1.5
 3 Series,18000,Automatic,24716,Diesel,150,64.2,0
 1 Series,13700,Manual,36948,Diesel,30,62.8,2
 1 Series,12400,Manual,24528,Diesel,20,68.9,0
 2 Series,13300,Manual,19029,Petrol,150,52.3,1.5
 2 Series,14400,Automatic,25975,Petrol,150,53.3,1.5
 1 Series,12500,Manual,11734,Petrol,125,53.3,1.5
 1 Series,11400,Manual,40000,Diesel,20,72.4,1.5
 2 Series,19250,Automatic,13414,Petrol,150,50.4,1.5
 3 Series,19000,Automatic,26114,Diesel,145,53.3,3
 4 Series,15200,Automatic,49450,Diesel,20,62.8,2
 1 Series,15800,Manual,2901,Petrol,145,37.7,1.5
 3 Series,13800,Manual,19401,Diesel,30,67.3,2
 3 Series,19000,Automatic,19345,Diesel,150,64.2,2
 1 Series,13000,Manual,24104,Petrol,125,53.3,1.5
 3 Series,18500,Automatic,24585,Diesel,145,56.5,3
 1 Series,12300,Manual,30856,Diesel,20,68.9,2
 3 Series,16200,Automatic,40151,Diesel,145,67.3,2
 3 Series,20500,Automatic,28918,Diesel,145,64.2,2
 1 Series,15300,Manual,36469,Diesel,150,50.4,1.5
 2 Series,17000,Automatic,20000,Petrol,150,50.4,1.5
 5 Series,26000,Automatic,13000,Diesel,145,65.7,2
 1 Series,18000,Automatic,11961,Diesel,145,47.9,1.5
 1 Series,13800,Automatic,39141,Diesel,30,65.7,2
 1 Series,12800,Manual,10503,Petrol,145,50.4,1.6
 1 Series,14500,Manual,30372,Petrol,145,53.3,1.5
 2 Series,15000,Automatic,17097,Diesel,20,68.9,0
 1 Series,15000,Automatic,17392,Petrol,30,55.5,1.5
 3 Series,15800,Manual,27692,Diesel,145,68.9,2
 2 Series,17000,Automatic,33000,Diesel,145,65.7,2
 3 Series,13500,Automatic,48704,Petrol,125,51.4,2
 2 Series,12700,Manual,22397,Petrol,125,52.3,1.5
 1 Series,14700,Automatic,16313,Petrol,145,55.5,1.5
 3 Series,16600,Automatic,50000,Other,0,134.5,2
 3 Series,20990,Manual,17620,Petrol,265,36.7,3
 1 Series,19290,Automatic,28451,Petrol,240,37.7,3
 1 Series,16800,Automatic,22396,Petrol,145,54.3,1.5
 3 Series,16900,Automatic,38480,Hybrid,0,148.7,2
 3 Series,16500,Automatic,42298,Diesel,125,60.1,2
 3 Series,15600,Automatic,33452,Diesel,30,64.2,2
 1 Series,12700,Automatic,35742,Petrol,145,58.9,1.5
 3 Series,13750,Manual,27779,Petrol,150,48.7,2
 2 Series,13400,Automatic,49264,Diesel,150,62.8,2
 1 Series,12800,Manual,37391,Diesel,30,65.7,2
 3 Series,16700,Automatic,52880,Hybrid,0,134.5,2
 3 Series,12300,Manual,32759,Diesel,20,72.4,2
 1 Series,15490,Automatic,31141,Diesel,30,64.2,2
 5 Series,14990,Automatic,55306,Diesel,125,57.6,2
 4 Series,19800,Automatic,23609,Diesel,125,60.1,2
 1 Series,15700,Manual,19732,Diesel,30,62.8,2
 1 Series,12900,Automatic,42159,Diesel,150,70.6,2
 2 Series,12000,Automatic,39370,Diesel,150,68.9,2
 2 Series,15000,Automatic,36729,Diesel,30,67.3,2
 2 Series,15200,Automatic,24146,Diesel,30,65.7,2
 1 Series,17800,Manual,7218,Petrol,150,52.3,1.5
 4 Series,26490,Automatic,6751,Petrol,145,48.7,2
 3 Series,19800,Automatic,29473,Diesel,145,64.2,2
 1 Series,12000,Automatic,34795,Diesel,30,64.2,2
 3 Series,8500,Manual,49884,Petrol,145,47.9,1.6
 2 Series,16300,Automatic,36869,Petrol,145,47.9,2
 3 Series,16600,Automatic,31741,Diesel,20,65.7,2
 3 Series,15700,Automatic,42492,Diesel,145,56.5,3
 2 Series,19600,Manual,15621,Diesel,145,60.1,2
 1 Series,19990,Automatic,20022,Diesel,150,48.7,2
 1 Series,21400,Automatic,23000,Petrol,205,39.8,3
 2 Series,16400,Automatic,8012,Petrol,150,53.3,1.5
 3 Series,17995,Automatic,17500,Petrol,150,54.3,1.5
 4 Series,28500,Automatic,5123,Petrol,145,48.7,2
 3 Series,32400,Automatic,2121,Diesel,145,52.3,2
 4 Series,19290,Automatic,44675,Diesel,125,58.9,2
 2 Series,21990,Manual,1243,Petrol,145,42.2,1.5
 2 Series,13290,Automatic,27419,Diesel,30,55.4,2
 1 Series,11000,Manual,37012,Diesel,30,62.8,2
 1 Series,17500,Manual,4971,Petrol,150,52.3,1.5
 1 Series,15000,Automatic,15592,Petrol,30,55.5,1.5
 2 Series,19700,Automatic,26193,Petrol,260,37.2,3
 2 Series,13400,Manual,35437,Diesel,30,64.2,2
 1 Series,12000,Manual,48489,Diesel,30,65.7,2
 2 Series,13990,Manual,42947,Petrol,205,42.8,2
 3 Series,18990,Automatic,42967,Petrol,150,48.7,2
 2 Series,13900,Automatic,29867,Diesel,30,68.9,2
 3 Series,17400,Automatic,32500,Diesel,30,64.2,2
 1 Series,16990,Automatic,23000,Diesel,30,65.7,2
 2 Series,19800,Automatic,10764,Petrol,145,47.9,2
 1 Series,12988,Manual,42069,Diesel,20,68.9,2
 1 Series,11400,Manual,59824,Diesel,125,58.9,2
 3 Series,15690,Automatic,44900,Diesel,125,58.9,2
 1 Series,12990,Manual,34902,Petrol,145,50.4,1.6
 2 Series,20600,Automatic,22901,Petrol,260,37.2,3
 5 Series,26990,Automatic,20508,Diesel,145,56.5,3
 1 Series,15400,Automatic,57414,Diesel,145,68.9,1.5
 1 Series,14490,Manual,34628,Petrol,145,52.3,1.6
 4 Series,18990,Automatic,24102,Diesel,145,56.5,2
 3 Series,31489,Automatic,7834,Diesel,145,49.6,2
 3 Series,34900,Automatic,100,Diesel,145,50.4,2
 3 Series,39900,Automatic,13,Diesel,145,44.1,3
 3 Series,12000,Manual,42119,Diesel,30,67.3,2
 5 Series,13500,Automatic,41522,Diesel,30,62.8,2
 1 Series,13600,Automatic,38046,Diesel,20,67.3,2
 1 Series,15800,Automatic,30257,Diesel,145,68.9,2
 4 Series,17300,Automatic,32837,Diesel,30,65.7,2
 3 Series,13100,Manual,36801,Diesel,30,61.4,2
 5 Series,22400,Automatic,16942,Petrol,145,48.7,2
 3 Series,22800,Automatic,18627,Petrol,145,47.9,2
 2 Series,18490,Automatic,7913,Diesel,145,56.5,1.5
 4 Series,16900,Automatic,57317,Petrol,160,44.8,2
 1 Series,21990,Automatic,13905,Petrol,145,39.8,3
 3 Series,15490,Manual,47701,Diesel,145,55.4,2
 1 Series,11490,Manual,62538,Petrol,30,56.5,1.5
 4 Series,22900,Automatic,15814,Petrol,145,48.7,2
 2 Series,12690,Manual,29400,Diesel,20,68.9,2
 3 Series,33890,Automatic,2993,Diesel,150,47.9,3
 1 Series,18995,Automatic,11885,Petrol,150,36.7,2
 3 Series,43900,Automatic,11,Petrol,145,34.9,3
 3 Series,9500,Automatic,75083,Diesel,20,68.9,2
 3 Series,13000,Manual,34533,Diesel,125,60.1,2
 3 Series,10000,Automatic,84878,Diesel,0,74.3,2
 3 Series,19690,Automatic,47741,Diesel,200,49.6,3
 3 Series,20400,Automatic,40421,Diesel,160,51.4,3
 2 Series,23900,Automatic,2426,Diesel,145,47.1,2
 3 Series,15400,Manual,21854,Petrol,145,48.7,2
 2 Series,19990,Automatic,19234,Diesel,145,47.1,2
 3 Series,14500,Automatic,45140,Diesel,125,57.6,3
 3 Series,10000,Automatic,104720,Petrol,125,51.4,1.5
 4 Series,13000,Automatic,129590,Petrol,150,48.7,2
 2 Series,13995,Manual,36250,Diesel,30,64.2,2
 3 Series,5795,Automatic,83350,Petrol,325,31.4,3
 3 Series,29490,Automatic,12,Petrol,145,42.2,2
 3 Series,26899,Automatic,11512,Diesel,145,52.3,2
 1 Series,26989,Automatic,5444,Diesel,145,51.4,2
 3 Series,34900,Automatic,10,Petrol,145,40.4,2
 3 Series,20690,Automatic,16986,Diesel,145,64.2,2
 2 Series,13900,Manual,38811,Diesel,20,68.9,1.5
 5 Series,14499,Automatic,53689,Diesel,30,62.8,2
 2 Series,11000,Manual,37148,Diesel,30,62.8,2
 1 Series,9500,Manual,36672,Diesel,30,65.7,2
 2 Series,11999,Automatic,68945,Diesel,20,68.9,1.5
 1 Series,17199,Manual,18706,Petrol,260,36.2,3
 3 Series,7500,Manual,75453,Diesel,30,62.8,2
 2 Series,16500,Manual,66410,Petrol,260,36.2,3
 5 Series,11695,Automatic,65520,Diesel,30,62.8,2
 3 Series,14500,Automatic,48760,Diesel,125,57.6,3
 1 Series,6795,Manual,102520,Diesel,30,62.8,2
 3 Series,12500,Automatic,107940,Diesel,145,56.5,3
 4 Series,12000,Automatic,117230,Diesel,30,65.7,2
 1 Series,8000,Manual,101980,Diesel,20,68.9,2
 2 Series,7395,Manual,100230,Diesel,20,68.9,2
 4 Series,14000,Automatic,58900,Diesel,30,65.7,2
 3 Series,13295,Automatic,76720,Diesel,165,51.4,3
 1 Series,13425,Manual,22045,Petrol,150,53.3,1.5
 3 Series,11250,Automatic,70600,Diesel,30,70.6,2
 3 Series,14195,Automatic,56140,Hybrid,0,148.7,2
 5 Series,12295,Automatic,97930,Diesel,125,60.1,2
 2 Series,10500,Manual,83200,Diesel,30,64.2,2
 3 Series,13999,Manual,23608,Petrol,150,48.7,2
 1 Series,10125,Manual,61040,Petrol,205,42.8,2
 3 Series,4195,Manual,70000,Petrol,165,47.9,2
 1 Series,10395,Manual,25000,Diesel,0,74.3,1.6
 3 Series,15350,Automatic,40244,Diesel,30,64.2,2
 1 Series,11500,Manual,54156,Diesel,30,65.7,2
 1 Series,13750,Manual,17613,Petrol,145,37.7,1.5
 3 Series,8795,Manual,108190,Diesel,30,62.8,2
 1 Series,10695,Automatic,52770,Petrol,145,48.7,1.6
 3 Series,8000,Manual,99920,Diesel,125,58.9,2
 3 Series,14295,Automatic,94810,Hybrid,0,134.5,2
 3 Series,8795,Manual,130340,Diesel,145,55.4,2
 5 Series,11000,Automatic,100170,Diesel,20,68.9,2
 3 Series,19495,Automatic,27500,Diesel,160,51.4,3
 3 Series,11295,Automatic,52117,Diesel,30,62.8,2
 3 Series,13980,Automatic,36816,Diesel,30,70.6,2
 3 Series,5695,Semi-Auto,110931,Diesel,160,51.4,2
 4 Series,14995,Manual,51611,Diesel,125,58.9,2
 3 Series,8500,Manual,71915,Diesel,20,68.9,2
 2 Series,16350,Automatic,13750,Diesel,145,62.8,2
 3 Series,10000,Automatic,99530,Diesel,30,67.3,2
 3 Series,14295,Automatic,86060,Hybrid,0,134.5,2
 3 Series,9500,Manual,128850,Diesel,145,56.5,2
 5 Series,9000,Manual,93240,Diesel,30,65.7,2
 1 Series,11695,Automatic,58620,Diesel,20,67.3,2
 3 Series,3800,Manual,156800,Diesel,125,58.9,2
 3 Series,8985,Automatic,67458,Diesel,30,62.8,2
 4 Series,13991,Automatic,44042,Diesel,125,57.7,2
 3 Series,9489,Manual,52757,Diesel,30,62.8,2
 3 Series,18999,Automatic,24658,Hybrid,0,134.5,2
 5 Series,15499,Automatic,35487,Diesel,30,65.7,2
 2 Series,14700,Automatic,32882,Diesel,125,60.1,0
 2 Series,14999,Manual,21985,Petrol,160,44.1,2
 5 Series,11299,Automatic,73876,Diesel,145,55.4,3
 1 Series,10399,Manual,33546,Diesel,0,83.1,1.5
 3 Series,10995,Manual,45883,Diesel,30,62.8,2
 3 Series,16995,Automatic,14867,Diesel,145,56.5,3
 5 Series,13995,Automatic,48280,Diesel,30,62.8,2
 1 Series,10495,Manual,27000,Diesel,0,78.5,1.5
 5 Series,12494,Automatic,49305,Diesel,20,68.9,2
 5 Series,13699,Automatic,36813,Diesel,20,68.9,2
 3 Series,5994,Automatic,118000,Diesel,300,38.2,3
 2 Series,9799,Automatic,67170,Diesel,20,72.4,1.5
 3 Series,13999,Manual,40430,Diesel,145,56.5,2
 5 Series,11999,Automatic,74014,Diesel,30,62.8,2
 3 Series,18999,Automatic,29528,Diesel,145,64.2,2
 3 Series,11999,Manual,40814,Diesel,20,68.9,2
 4 Series,18499,Automatic,60018,Diesel,160,49.6,3
 4 Series,15499,Manual,32157,Petrol,200,42.8,2
 3 Series,21200,Automatic,13590,Diesel,150,64.2,2
 3 Series,18000,Automatic,24240,Diesel,150,64.2,0
 2 Series,8995,Automatic,64888,Diesel,20,68.9,2
 3 Series,16999,Manual,18520,Petrol,200,43.5,2
 1 Series,9499,Manual,54228,Diesel,0,83.1,1.5
 1 Series,7399,Manual,58149,Diesel,0,74.3,1.6
 5 Series,24999,Automatic,5336,Hybrid,135,156.9,2
 4 Series,15499,Manual,32423,Diesel,145,53.3,2
 5 Series,22199,Automatic,21319,Diesel,145,62.8,2
 5 Series,14750,Automatic,20741,Diesel,30,62.8,2
 1 Series,12059,Automatic,69758,Diesel,125,60.1,2
 2 Series,14000,Manual,18234,Petrol,145,52.3,1.5
 1 Series,10599,Manual,27636,Diesel,0,83.1,1.5
 3 Series,4994,Manual,112000,Diesel,30,62.8,2
 5 Series,11000,Automatic,86000,Diesel,160,51.4,2
 1 Series,6500,Manual,93000,Diesel,30,62.8,2
 1 Series,19750,Automatic,29000,Petrol,205,39.8,3
 5 Series,11500,Automatic,92000,Diesel,125,57.6,2
 1 Series,8000,Manual,50000,Petrol,145,49.6,1.6
 3 Series,13199,Automatic,54962,Diesel,145,74.3,2
 5 Series,16399,Automatic,45036,Petrol,160,44.8,2
 2 Series,10725,Manual,45930,Petrol,145,48.7,1.5
 4 Series,13999,Manual,45253,Diesel,30,67.3,2
 1 Series,9999,Manual,63169,Diesel,30,64.2,2
 3 Series,15349,Automatic,53347,Hybrid,0,148.7,2
 1 Series,10699,Manual,34933,Diesel,0,83.1,1.5
 1 Series,9999,Manual,48279,Petrol,145,50.4,1.6
 3 Series,13499,Automatic,52716,Diesel,145,70.6,2
 3 Series,16200,Automatic,10591,Diesel,145,67.3,2
 2 Series,16499,Automatic,16888,Petrol,145,51.4,1.5
 2 Series,15887,Automatic,46827,Hybrid,135,141.2,1.5
 4 Series,15699,Automatic,33689,Diesel,20,70.6,2
 1 Series,12599,Manual,29752,Diesel,20,70.6,1.5
 4 Series,14999,Automatic,32463,Petrol,200,43.5,2
 3 Series,15499,Manual,42571,Diesel,125,58.9,2
 5 Series,10699,Automatic,93056,Diesel,20,68.9,2
 3 Series,13999,Automatic,46531,Diesel,125,61.4,2
 1 Series,7899,Manual,85827,Diesel,30,62.8,2
 1 Series,14599,Automatic,15361,Diesel,145,72.4,1.5
 1 Series,12399,Manual,23635,Diesel,145,72.4,1.5
 5 Series,13119,Manual,51780,Diesel,125,60.1,2
 2 Series,10999,Manual,54050,Diesel,20,74.3,1.5
 1 Series,11299,Manual,24441,Diesel,0,78.5,1.5
 3 Series,18499,Automatic,31047,Diesel,160,51.4,3
 1 Series,13999,Manual,53832,Petrol,300,35.3,3
 2 Series,15999,Automatic,29122,Petrol,125,51.4,1.5
 1 Series,10199,Manual,58305,Diesel,0,83.1,1.5
 3 Series,8199,Manual,94347,Diesel,30,65.7,2
 1 Series,14399,Manual,13094,Petrol,145,37.7,1.5
 1 Series,11499,Manual,50127,Diesel,125,57.6,2
